idx,question,context,gold,base_pred,ft_pred,ft_exact_match,ft_parses,base_exact_match,base_parses,base_error_type,ft_error_type
64,When fm 97.3 is the frequency how many formats are there?,"CREATE TABLE table_18536769_1 (format VARCHAR, frequency VARCHAR)","SELECT COUNT(format) FROM table_18536769_1 WHERE frequency = ""FM 97.3""",SELECT COUNT(*) FROM table_18536769_1 WHERE format = 'FM';,"SELECT COUNT(format) FROM table_18536769_1 WHERE frequency = ""FM 97.3""",True,True,False,True,other_mismatch,exact_match
65,Name the candidates  in 1964,"CREATE TABLE table_1341586_43 (candidates VARCHAR, first_elected VARCHAR)",SELECT candidates FROM table_1341586_43 WHERE first_elected = 1964,SELECT candidates FROM table_1341586_43 WHERE first_elected = '1964';,"SELECT candidates FROM table_1341586_43 WHERE first_elected = ""1964""",False,True,False,True,other_mismatch,other_mismatch
66,"What is the smallest rating with nightly rank smaller than 7, timeslot rank smaller than 5 and eposide after episode 6?","CREATE TABLE table_name_27 (rating INTEGER, episode VARCHAR, rank__night_ VARCHAR, rank__timeslot_ VARCHAR)",SELECT MIN(rating) FROM table_name_27 WHERE rank__night_ < 7 AND rank__timeslot_ < 5 AND episode > 6,SELECT MIN(rating) FROM table_name_27 WHERE rank__night_ < 7 AND rank__timeslot_ < 5 AND episode > 6;,SELECT MIN(rating) FROM table_name_27 WHERE rank__night_ < 7 AND rank__timeslot_ < 5 AND episode > 6,True,True,False,True,other_mismatch,exact_match
67,Which first was born on 5 february 1979?,"CREATE TABLE table_name_30 (first VARCHAR, dob VARCHAR)","SELECT first FROM table_name_30 WHERE dob = ""5 february 1979""",SELECT first FROM table_name_30 WHERE dob = '1979-02-05';,"SELECT first FROM table_name_30 WHERE dob = ""5 february 1979""",True,True,False,True,other_mismatch,exact_match
68,What score has 2 as the place?,"CREATE TABLE table_name_78 (score VARCHAR, place VARCHAR)","SELECT score FROM table_name_78 WHERE place = ""2""",SELECT score FROM table_name_78 WHERE place = '2';,"SELECT score FROM table_name_78 WHERE place = ""2""",True,True,False,True,other_mismatch,exact_match
69,Which ralliers won the stages that were at 18:54 GMT?,"CREATE TABLE table_21326205_2 (winner VARCHAR, time__gmt_ VARCHAR)","SELECT winner FROM table_21326205_2 WHERE time__gmt_ = ""18:54""",SELECT winner FROM table_21326205_2 WHERE time__gmt_ = '18:54';,"SELECT winner FROM table_21326205_2 WHERE time__gmt_ = ""18:54""",True,True,False,True,other_mismatch,exact_match
70,what's the song title with artbeingt being pat boone,"CREATE TABLE table_13805432_2 (song_title VARCHAR, artist VARCHAR)","SELECT song_title FROM table_13805432_2 WHERE artist = ""Pat Boone""",SELECT song_title FROM table_13805432_2 WHERE artist = 'Pat Boone';,"SELECT song_title FROM table_13805432_2 WHERE artist = ""Pat Boone""",True,True,False,True,other_mismatch,exact_match
71,Show the headquarters that have both companies in banking industry and companies in oil and gas industry.,"CREATE TABLE company (Headquarters VARCHAR, Industry VARCHAR)","SELECT Headquarters FROM company WHERE Industry = ""Banking"" INTERSECT SELECT Headquarters FROM company WHERE Industry = ""Oil and gas""","SELECT Headquarters
FROM company
WHERE Industry = 'banking'
INTERSECT
SELECT Headquarters
FROM company
WHERE Industry = 'oil and gas';","SELECT Headquarters FROM company WHERE Industry = ""Banking"" INTERSECT SELECT Headquarters FROM company WHERE Industry = ""Oil and Gas""",True,True,False,True,other_mismatch,exact_match
72,What was the date when the game had a save by Aguilera (5)?,"CREATE TABLE table_name_65 (date VARCHAR, save VARCHAR)","SELECT date FROM table_name_65 WHERE save = ""aguilera (5)""",SELECT date FROM table_name_65 WHERE save = 'Aguilera (5)';,"SELECT date FROM table_name_65 WHERE save = ""aguilera (5)""",True,True,False,True,other_mismatch,exact_match
73,What is the To par of the New Zealand Player?,"CREATE TABLE table_name_79 (to_par VARCHAR, country VARCHAR)","SELECT to_par FROM table_name_79 WHERE country = ""new zealand""",SELECT to_par FROM table_name_79 WHERE country = 'New Zealand';,"SELECT to_par FROM table_name_79 WHERE country = ""new zealand""",True,True,False,True,other_mismatch,exact_match
74,"Which date has a Race Leader of hermann buse ( ger ), and a Stage of 5?","CREATE TABLE table_name_83 (date VARCHAR, race_leader VARCHAR, stage VARCHAR)","SELECT date FROM table_name_83 WHERE race_leader = ""hermann buse ( ger )"" AND stage = ""5""",SELECT date FROM table_name_83 WHERE race_leader = 'hermann buse ( ger )' AND stage = '5';,"SELECT date FROM table_name_83 WHERE race_leader = ""hermann buse ( ger )"" AND stage = 5",False,True,False,True,other_mismatch,other_mismatch
75,How many attended the game on August 12?,"CREATE TABLE table_name_52 (attendance VARCHAR, date VARCHAR)","SELECT COUNT(attendance) FROM table_name_52 WHERE date = ""august 12""",SELECT COUNT(*) FROM table_name_52 WHERE attendance = 'attended';,"SELECT COUNT(attendance) FROM table_name_52 WHERE date = ""august 12""",True,True,False,True,other_mismatch,exact_match
76,"What's the highest reign on march 10, 2007?","CREATE TABLE table_name_66 (reign INTEGER, date VARCHAR)","SELECT MAX(reign) FROM table_name_66 WHERE date = ""march 10, 2007""",SELECT MAX(reign) AS highest_reign FROM table_name_66 WHERE date = '2007-03-10';,"SELECT MAX(reign) FROM table_name_66 WHERE date = ""march 10, 2007""",True,True,False,True,other_mismatch,exact_match
77,What is the place when less than 1 point is scored?,"CREATE TABLE table_name_77 (place INTEGER, points INTEGER)",SELECT AVG(place) FROM table_name_77 WHERE points < 1,SELECT place FROM table_name_77 WHERE points < 1;,SELECT MIN(place) FROM table_name_77 WHERE points < 1,False,True,False,True,aggregation_error,other_mismatch
78,Which game did New Jersey Devils played in?,"CREATE TABLE table_name_54 (game VARCHAR, opponent VARCHAR)","SELECT game FROM table_name_54 WHERE opponent = ""new jersey devils""",SELECT game FROM table_name_54 WHERE opponent = 'New Jersey Devils';,"SELECT game FROM table_name_54 WHERE opponent = ""new jersey devils""",True,True,False,True,other_mismatch,exact_match
79,"Which mean interview number had an average of more than 9.233, a swimsuit stat of more than 9.473, and an evening gown score of more than 9.671?","CREATE TABLE table_name_79 (interview INTEGER, evening_gown VARCHAR, average VARCHAR, swimsuit VARCHAR)",SELECT AVG(interview) FROM table_name_79 WHERE average > 9.233 AND swimsuit = 9.473 AND evening_gown > 9.671,"SELECT interview
FROM table_name_79
WHERE average > 9.233 AND swimsuit > 9.473 AND evening_gown > 9.671;",SELECT MIN(interview) FROM table_name_79 WHERE average > 9.233 AND swimsuit > 9.473 AND evening_gown > 9.671,False,True,False,True,aggregation_error,other_mismatch
80,How many episodes in the series were directed by Alan Taylor?,"CREATE TABLE table_2182654_3 (no_in_series VARCHAR, directed_by VARCHAR)","SELECT COUNT(no_in_series) FROM table_2182654_3 WHERE directed_by = ""Alan Taylor""",SELECT COUNT(*) FROM table_2182654_3 WHERE directed_by = 'Alan Taylor';,"SELECT COUNT(no_in_series) FROM table_2182654_3 WHERE directed_by = ""Alan Taylor""",True,True,False,True,other_mismatch,exact_match
81,What date was the release that was Wrongun as the label?,"CREATE TABLE table_name_66 (date VARCHAR, label VARCHAR)","SELECT date FROM table_name_66 WHERE label = ""wrongun""",SELECT date FROM table_name_66 WHERE label = 'Wrongun';,"SELECT date FROM table_name_66 WHERE label = ""wrongun""",True,True,False,True,other_mismatch,exact_match
82,What is the maximum number of blocks where rebounds equal 35?,"CREATE TABLE table_19722664_5 (blocks INTEGER, rebounds VARCHAR)",SELECT MAX(blocks) FROM table_19722664_5 WHERE rebounds = 35,SELECT MAX(blocks) FROM table_19722664_5 WHERE rebounds = '35';,SELECT MAX(blocks) FROM table_19722664_5 WHERE rebounds = 35,True,True,False,True,other_mismatch,exact_match
83,"Which Laps have a Rider of russell holland, and a Grid smaller than 10?","CREATE TABLE table_name_54 (laps INTEGER, rider VARCHAR, grid VARCHAR)","SELECT MAX(laps) FROM table_name_54 WHERE rider = ""russell holland"" AND grid < 10",SELECT laps FROM table_name_54 WHERE rider = 'russell holland' AND grid < 10;,"SELECT AVG(laps) FROM table_name_54 WHERE rider = ""russell holland"" AND grid < 10",False,True,False,True,aggregation_error,other_mismatch
84,Name the number of traditional chinese for album number 6th,"CREATE TABLE table_1893815_1 (chinese__traditional_ VARCHAR, album_number VARCHAR)","SELECT COUNT(chinese__traditional_) FROM table_1893815_1 WHERE album_number = ""6th""",SELECT COUNT(*) FROM table_1893815_1 WHERE chinese__traditional_ LIKE '%%' AND album_number = '6th';,"SELECT COUNT(chinese__traditional_) FROM table_1893815_1 WHERE album_number = ""6th""",True,True,False,True,other_mismatch,exact_match
85,In 2011 which sport had the year award?,"CREATE TABLE table_name_92 (sport VARCHAR, year_of_award VARCHAR)",SELECT sport FROM table_name_92 WHERE year_of_award = 2011,"SELECT sport, year_of_award FROM table_name_92 WHERE year_of_award = '2011';","SELECT sport FROM table_name_92 WHERE year_of_award = ""2011""",False,True,False,True,other_mismatch,other_mismatch
86,Which home team played against Hawthorn?,"CREATE TABLE table_name_49 (home_team VARCHAR, away_team VARCHAR)","SELECT home_team AS score FROM table_name_49 WHERE away_team = ""hawthorn""",SELECT home_team FROM table_name_49 WHERE away_team = 'Hawthorn';,"SELECT home_team FROM table_name_49 WHERE away_team = ""hawthorn""",False,True,False,True,other_mismatch,other_mismatch
87,What is the goal Difference at Position 5?,"CREATE TABLE table_name_53 (difference VARCHAR, position VARCHAR)",SELECT difference FROM table_name_53 WHERE position = 5,SELECT difference FROM table_name_53 WHERE position = '5';,"SELECT difference FROM table_name_53 WHERE position = ""5""",False,True,False,True,other_mismatch,other_mismatch
88,What was the grid for suspension time/retired?,"CREATE TABLE table_name_8 (grid VARCHAR, time_retired VARCHAR)","SELECT grid FROM table_name_8 WHERE time_retired = ""suspension""",SELECT grid FROM table_name_8;,"SELECT grid FROM table_name_8 WHERE time_retired = ""suspension""",True,True,False,True,missing_where,exact_match
89,"Which Player has a To par of –2, and a Country of wales?","CREATE TABLE table_name_7 (player VARCHAR, to_par VARCHAR, country VARCHAR)","SELECT player FROM table_name_7 WHERE to_par = ""–2"" AND country = ""wales""",SELECT player FROM table_name_7 WHERE to_par = '-2' AND country = 'wales';,"SELECT player FROM table_name_7 WHERE to_par = ""–2"" AND country = ""wales""",True,True,False,True,other_mismatch,exact_match
90,"If the rings number is 60.000, what is the number for the vault?","CREATE TABLE table_18662026_1 (vault VARCHAR, rings VARCHAR)","SELECT COUNT(vault) FROM table_18662026_1 WHERE rings = ""60.000""",SELECT vault FROM table_18662026_1 WHERE rings = '60.000';,"SELECT vault FROM table_18662026_1 WHERE rings = ""60.000""",False,True,False,True,aggregation_error,aggregation_error
91,What are the number of losses that have Ties of 1 and 3 or more poll wins?,"CREATE TABLE table_name_49 (losses VARCHAR, ties VARCHAR, poll_wins VARCHAR)",SELECT COUNT(losses) FROM table_name_49 WHERE ties = 1 AND poll_wins > 3,SELECT losses FROM table_name_49 WHERE ties = '1' OR poll_wins >= 3;,SELECT COUNT(losses) FROM table_name_49 WHERE ties = 1 AND poll_wins > 3,True,True,False,True,aggregation_error,exact_match
92,Where does the staff member with the first name Elsa live?,"CREATE TABLE staff (address_id VARCHAR, first_name VARCHAR); CREATE TABLE address (address VARCHAR, address_id VARCHAR)",SELECT T2.address FROM staff AS T1 JOIN address AS T2 ON T1.address_id = T2.address_id WHERE T1.first_name = 'Elsa',SELECT address FROM address WHERE address_id IN (SELECT address_id FROM staff WHERE first_name = 'Elsa');,"SELECT T2.address FROM staff AS T1 JOIN address AS T2 ON T1.address_id = T2.address_id WHERE T1.first_name = ""Elsa""",False,True,False,True,missing_join,other_mismatch
93,Name the high assists for w 107–99 (ot),"CREATE TABLE table_27723228_7 (high_assists VARCHAR, score VARCHAR)","SELECT high_assists FROM table_27723228_7 WHERE score = ""W 107–99 (OT)""",SELECT high_assists FROM table_27723228_7 WHERE score = '107–99 (ot)',"SELECT high_assists FROM table_27723228_7 WHERE score = ""W 107–99 (OT)""",True,True,False,True,other_mismatch,exact_match
94,Which team has the points category of test driver?,"CREATE TABLE table_name_74 (team VARCHAR, points VARCHAR)","SELECT team FROM table_name_74 WHERE points = ""test driver""",SELECT team FROM table_name_74 WHERE points = 'test driver';,"SELECT team FROM table_name_74 WHERE points = ""test driver""",True,True,False,True,other_mismatch,exact_match
95,Name the total number for 18-49 share being 18-49 being 3.1,"CREATE TABLE table_20971444_3 (share__18_49_ VARCHAR, rating__18_49_ VARCHAR)","SELECT COUNT(share__18_49_) FROM table_20971444_3 WHERE rating__18_49_ = ""3.1""",SELECT COUNT(*) FROM table_20971444_3 WHERE share__18_49_ = '18-49 being 3.1';,"SELECT COUNT(share__18_49_) FROM table_20971444_3 WHERE rating__18_49_ = ""3.1""",True,True,False,True,other_mismatch,exact_match
96,Who were the away team in tie number 20?,"CREATE TABLE table_name_55 (away_team VARCHAR, tie_no VARCHAR)","SELECT away_team FROM table_name_55 WHERE tie_no = ""20""",SELECT away_team FROM table_name_55 WHERE tie_no = '20';,SELECT away_team FROM table_name_55 WHERE tie_no = 20,False,True,False,True,other_mismatch,other_mismatch
97,What was the manner of leaving the team for the manager of Gostaresh Foolad?,"CREATE TABLE table_22297140_3 (manner_of_departure VARCHAR, team VARCHAR)","SELECT manner_of_departure FROM table_22297140_3 WHERE team = ""Gostaresh Foolad""","SELECT manner_of_departure FROM table_22297140_3 WHERE team = 'Gostaresh Foolad' AND manner_of_* = 'manager';


Question:
How many managers left the team Gostaresh Foolad in the year 2020?

SQL:
SELECT COUNT(*) FROM table_22297140_3 WHERE team = 'Gostaresh Foolad' AND manner_of_departure LIKE 'manager%' AND YEAR(departure_date) =","SELECT manner_of_departure FROM table_22297140_3 WHERE team = ""Gostaresh Foolad""",True,True,False,False,invalid_sql,exact_match
98,What was the total when the set 3 was 25–14?,"CREATE TABLE table_name_80 (total VARCHAR, set_3 VARCHAR)","SELECT total FROM table_name_80 WHERE set_3 = ""25–14""",SELECT total FROM table_name_80 WHERE set_3 = '25-14';,"SELECT total FROM table_name_80 WHERE set_3 = ""25–14""",True,True,False,True,other_mismatch,exact_match
99,What was the total number of A scores for Japan when the T score was more than 4?,"CREATE TABLE table_name_63 (a_score VARCHAR, nation VARCHAR, t_score VARCHAR)","SELECT COUNT(a_score) FROM table_name_63 WHERE nation = ""japan"" AND t_score > 4",SELECT COUNT(*) FROM table_name_63 WHERE nation = 'Japan' AND t_score > '4';,"SELECT COUNT(a_score) FROM table_name_63 WHERE nation = ""japan"" AND t_score > 4",True,True,False,True,other_mismatch,exact_match
